iso2,year,sex,age,cases
GB,2007,f,0-4,1
GB,2008,f,0-4,4
GD,2006,f,0-4,0
GE,2005,f,0-4,0
GE,2006,f,0-4,0
GE,2007,f,0-4,2
GE,2008,f,0-4,25
GM,2006,f,0-4,5
GM,2008,f,0-4,1
GR,2005,f,0-4,0
GR,2006,f,0-4,0
GR,2007,f,0-4,0
GR,2008,f,0-4,0
GT,2007,f,0-4,28
GT,2008,f,0-4,0
GU,2007,f,0-4,0
GU,2008,f,0-4,0
GY,2008,f,0-4,0
HK,2005,f,0-4,0
HK,2006,f,0-4,1
HK,2007,f,0-4,0
HK,2008,f,0-4,0
HN,2006,f,0-4,4
HN,2007,f,0-4,0
HN,2008,f,0-4,0
HR,2005,f,0-4,0
HR,2006,f,0-4,1
HR,2008,f,0-4,0
HT,2007,f,0-4,27
HT,2008,f,0-4,19
HU,2005,f,0-4,0
HU,2006,f,0-4,0
HU,2007,f,0-4,1
HU,2008,f,0-4,0
ID,2007,f,0-4,148
ID,2008,f,0-4,120
IE,2005,f,0-4,0
IE,2006,f,0-4,0
IE,2007,f,0-4,0
IE,2008,f,0-4,0
IL,2005,f,0-4,1
IL,2006,f,0-4,0
IL,2007,f,0-4,0
IL,2008,f,0-4,1
IQ,2006,f,0-4,0
IQ,2007,f,0-4,0
IQ,2008,f,0-4,1
IR,2006,f,0-4,3
IR,2007,f,0-4,2
IR,2008,f,0-4,2
IS,2005,f,0-4,0
IS,2006,f,0-4,0
IS,2007,f,0-4,0
IS,2008,f,0-4,0
IT,2005,f,0-4,0
IT,2006,f,0-4,3
IT,2007,f,0-4,0
IT,2008,f,0-4,3
JM,2006,f,0-4,0
JM,2008,f,0-4,0
JO,2006,f,0-4,0
JO,2007,f,0-4,0
JO,2008,f,0-4,0
JP,2007,f,0-4,0
JP,2008,f,0-4,0
KE,2007,f,0-4,24
KE,2008,f,0-4,40
KG,2005,f,0-4,0
KI,2007,f,0-4,0
KI,2008,f,0-4,0
KM,2006,f,0-4,1
KM,2008,f,0-4,0
KN,2008,f,0-4,0
KP,2008,f,0-4,7
KR,2006,f,0-4,3
KR,2007,f,0-4,1
KR,2008,f,0-4,1
KW,2007,f,0-4,0
KW,2008,f,0-4,0
KY,2006,f,0-4,0
KY,2007,f,0-4,0
KZ,2005,f,0-4,1
KZ,2007,f,0-4,0
KZ,2008,f,0-4,1
LB,2006,f,0-4,0
LB,2007,f,0-4,0
LB,2008,f,0-4,0
LC,2008,f,0-4,0
LR,2008,f,0-4,1
LS,2007,f,0-4,0
LS,2008,f,0-4,1
LT,2005,f,0-4,0
LT,2006,f,0-4,0
LT,2007,f,0-4,0
LT,2008,f,0-4,0
LU,2005,f,0-4,0
LU,2006,f,0-4,0
LU,2007,f,0-4,0
LU,2008,f,0-4,0
LV,2005,f,0-4,0
LV,2006,f,0-4,0
LV,2008,f,0-4,0
LY,2006,f,0-4,0
LY,2008,f,0-4,0
MA,2006,f,0-4,6
MA,2007,f,0-4,6
MA,2008,f,0-4,4
MD,2005,f,0-4,0
MD,2007,f,0-4,0
MD,2008,f,0-4,2
ME,2005,f,0-4,0
ME,2006,f,0-4,0
ME,2007,f,0-4,0
ME,2008,f,0-4,0
MG,2007,f,0-4,16
MG,2008,f,0-4,19
MH,2007,f,0-4,0
MH,2008,f,0-4,0
MK,2005,f,0-4,1
MK,2006,f,0-4,0
MK,2007,f,0-4,0
MK,2008,f,0-4,0
ML,2008,f,0-4,3
MO,2007,f,0-4,0
MO,2008,f,0-4,0
MP,2007,f,0-4,0
MP,2008,f,0-4,0
MT,2005,f,0-4,0
MT,2006,f,0-4,0
MT,2007,f,0-4,0
MT,2008,f,0-4,0
MU,2007,f,0-4,0
MU,2008,f,0-4,0
MV,2007,f,0-4,0
MV,2008,f,0-4,0
MW,2007,f,0-4,0
MW,2008,f,0-4,1
MX,2006,f,0-4,44
MX,2007,f,0-4,41
MX,2008,f,0-4,30
MY,2007,f,0-4,59
MY,2008,f,0-4,66
NC,2008,f,0-4,0
NE,2008,f,0-4,4
NI,2006,f,0-4,0
NI,2007,f,0-4,0
NL,2005,f,0-4,0
NL,2006,f,0-4,0
NL,2007,f,0-4,0
NL,2008,f,0-4,0
NO,2005,f,0-4,0
NO,2006,f,0-4,0
NO,2008,f,0-4,0
NP,2006,f,0-4,0
NP,2007,f,0-4,0
NR,2006,f,0-4,0
NR,2007,f,0-4,0
NR,2008,f,0-4,0
NU,2006,f,0-4,0
NU,2007,f,0-4,0
NZ,2006,f,0-4,0
NZ,2007,f,0-4,1
NZ,2008,f,0-4,1
OM,2006,f,0-4,0
OM,2008,f,0-4,0
PA,2008,f,0-4,0
PE,2006,f,0-4,14
PE,2007,f,0-4,5
PE,2008,f,0-4,5
PF,2008,f,0-4,0
PL,2005,f,0-4,0
PL,2006,f,0-4,0
PL,2007,f,0-4,0
PL,2008,f,0-4,0
PR,2007,f,0-4,0
PR,2008,f,0-4,0
PS,2006,f,0-4,0
PS,2007,f,0-4,0
PS,2008,f,0-4,0
PT,2005,f,0-4,3
PT,2006,f,0-4,1
PT,2007,f,0-4,0
PT,2008,f,0-4,0
PW,2006,f,0-4,0
PW,2007,f,0-4,0
PY,2006,f,0-4,2
PY,2007,f,0-4,2
PY,2008,f,0-4,1
QA,2007,f,0-4,0
QA,2008,f,0-4,0
RO,2005,f,0-4,8
RO,2006,f,0-4,12
RO,2007,f,0-4,3
RO,2008,f,0-4,5
RS,2005,f,0-4,0
RS,2006,f,0-4,0
RS,2007,f,0-4,0
RS,2008,f,0-4,0
RU,2007,f,0-4,5
RU,2008,f,0-4,0
RW,2007,f,0-4,3
RW,2008,f,0-4,1
SA,2008,f,0-4,2
SB,2007,f,0-4,0
SB,2008,f,0-4,0
SC,2008,f,0-4,0
SD,2006,f,0-4,0
SD,2008,f,0-4,41
SE,2005,f,0-4,0
SE,2006,f,0-4,0
SE,2007,f,0-4,0
SE,2008,f,0-4,0
SG,2006,f,0-4,0
SG,2007,f,0-4,0
SG,2008,f,0-4,0
SI,2005,f,0-4,0
SI,2006,f,0-4,0
SI,2007,f,0-4,0
SI,2008,f,0-4,0
SK,2005,f,0-4,0
SK,2006,f,0-4,0
SK,2007,f,0-4,0
SK,2008,f,0-4,1
SL,2007,f,0-4,0
SN,2008,f,0-4,1
SR,2006,f,0-4,0
ST,2006,f,0-4,0
ST,2007,f,0-4,0
SV,2007,f,0-4,0
SV,2008,f,0-4,0
SY,2006,f,0-4,0
SY,2007,f,0-4,0
SY,2008,f,0-4,0
SZ,2008,f,0-4,2
TC,2006,f,0-4,0
TJ,2005,f,0-4,0
TJ,2008,f,0-4,0
TK,2007,f,0-4,0
TM,2005,f,0-4,1
TM,2007,f,0-4,0
TO,2006,f,0-4,0
TO,2007,f,0-4,0
TO,2008,f,0-4,0
TR,2005,f,0-4,2
TR,2006,f,0-4,4
TR,2007,f,0-4,2
TR,2008,f,0-4,5
TT,2007,f,0-4,0
TT,2008,f,0-4,1
TV,2006,f,0-4,7
TV,2008,f,0-4,0
UA,2007,f,0-4,0
UA,2008,f,0-4,4
UG,2008,f,0-4,0
US,2006,f,0-4,2
US,2007,f,0-4,2
US,2008,f,0-4,4
UY,2008,f,0-4,0
UZ,2005,f,0-4,1
UZ,2006,f,0-4,5
UZ,2007,f,0-4,1
UZ,2008,f,0-4,2
VC,2007,f,0-4,0
VE,2006,f,0-4,2
VE,2007,f,0-4,0
VE,2008,f,0-4,0
VU,2008,f,0-4,0
WF,2007,f,0-4,0
WS,2008,f,0-4,0
ZA,2006,f,0-4,620
ZA,2007,f,0-4,293
ZA,2008,f,0-4,298
ZW,2007,f,0-4,7
AD,2005,f,5-14,0
AD,2006,f,5-14,0
AD,2008,f,5-14,0
AE,2006,f,5-14,2
AE,2007,f,5-14,1
AE,2008,f,5-14,0
AG,2007,f,5-14,0
AL,2005,f,5-14,0
AL,2006,f,5-14,2
AL,2007,f,5-14,2
AL,2008,f,5-14,1
AM,2005,f,5-14,3
AM,2006,f,5-14,3
AM,2007,f,5-14,2
AM,2008,f,5-14,4
AN,2006,f,5-14,1
AR,2006,f,5-14,56
AR,2007,f,5-14,56
AR,2008,f,5-14,61
AT,2005,f,5-14,0
AT,2006,f,5-14,1
AU,2006,f,5-14,1
AU,2007,f,5-14,4
AZ,2005,f,5-14,88
AZ,2006,f,5-14,2
BA,2005,f,5-14,2
BA,2006,f,5-14,0
BA,2007,f,5-14,0
BA,2008,f,5-14,3
BB,2007,f,5-14,0
BB,2008,f,5-14,0
BE,2005,f,5-14,1
BE,2006,f,5-14,3
BE,2007,f,5-14,1
BE,2008,f,5-14,1
BF,2007,f,5-14,25
BG,2005,f,5-14,9
BG,2007,f,5-14,2
BG,2008,f,5-14,0
BH,2008,f,5-14,0
BI,2007,f,5-14,0
BN,2007,f,5-14,2
BN,2008,f,5-14,1
BR,2006,f,5-14,278
BR,2007,f,5-14,266
BR,2008,f,5-14,287
BS,2007,f,5-14,0
BS,2008,f,5-14,0
BW,2008,f,5-14,37
BZ,2006,f,5-14,2
BZ,2007,f,5-14,0
BZ,2008,f,5-14,0
CA,2006,f,5-14,4
CA,2007,f,5-14,2
CA,2008,f,5-14,3
CH,2005,f,5-14,0
CH,2006,f,5-14,1
CH,2007,f,5-14,1
CH,2008,f,5-14,1
CK,2006,f,5-14,0
CL,2006,f,5-14,7
CL,2007,f,5-14,8
CL,2008,f,5-14,1
CM,2008,f,5-14,0
CR,2006,f,5-14,4
CR,2007,f,5-14,3
CU,2008,f,5-14,2
CV,2008,f,5-14,0
CY,2005,f,5-14,0
CY,2006,f,5-14,0
CY,2007,f,5-14,0
CY,2008,f,5-14,0
CZ,2005,f,5-14,0
CZ,2006,f,5-14,0
CZ,2007,f,5-14,0
CZ,2008,f,5-14,0
DE,2005,f,5-14,1
DE,2006,f,5-14,5
DE,2007,f,5-14,4
DE,2008,f,5-14,5
DJ,2007,f,5-14,6
DK,2005,f,5-14,2
DK,2006,f,5-14,1
DK,2007,f,5-14,0
DK,2008,f,5-14,2
DM,2006,f,5-14,0
DM,2007,f,5-14,0
DM,2008,f,5-14,0
DO,2008,f,5-14,30
EE,2005,f,5-14,0
EE,2006,f,5-14,0
EE,2007,f,5-14,0
EE,2008,f,5-14,0
EG,2006,f,5-14,55
EG,2008,f,5-14,7
ER,2007,f,5-14,2
ES,2005,f,5-14,4
ES,2006,f,5-14,9
ES,2007,f,5-14,4
ES,2008,f,5-14,10
FI,2005,f,5-14,0
FI,2006,f,5-14,0
FI,2007,f,5-14,0
FI,2008,f,5-14,0
FJ,2006,f,5-14,1
FM,2006,f,5-14,5
FM,2008,f,5-14,0
FR,2005,f,5-14,11
FR,2006,f,5-14,11
FR,2007,f,5-14,14
FR,2008,f,5-14,7
GA,2008,f,5-14,28
GB,2005,f,5-14,14
GB,2006,f,5-14,20
GB,2007,f,5-14,19
GB,2008,f,5-14,12
GD,2006,f,5-14,0
GE,2005,f,5-14,4
GE,2006,f,5-14,5
GE,2007,f,5-14,4
GE,2008,f,5-14,83
GM,2006,f,5-14,0
GM,2008,f,5-14,8
GR,2005,f,5-14,0
GR,2006,f,5-14,0
GR,2007,f,5-14,0
GR,2008,f,5-14,0
GT,2007,f,5-14,55
GT,2008,f,5-14,22
GU,2007,f,5-14,0
GU,2008,f,5-14,0
GY,2008,f,5-14,4
HK,2005,f,5-14,3
HK,2006,f,5-14,8
HK,2007,f,5-14,1
HK,2008,f,5-14,8
HN,2006,f,5-14,24
HN,2007,f,5-14,29
HN,2008,f,5-14,26
HR,2005,f,5-14,1
HR,2006,f,5-14,1
HR,2008,f,5-14,1
HT,2007,f,5-14,120
HT,2008,f,5-14,135
HU,2005,f,5-14,1
HU,2006,f,5-14,3
HU,2007,f,5-14,2
HU,2008,f,5-14,0
ID,2007,f,5-14,772
ID,2008,f,5-14,895
IE,2005,f,5-14,0
IE,2006,f,5-14,0
IE,2007,f,5-14,0
IE,2008,f,5-14,0
IL,2005,f,5-14,0
IL,2006,f,5-14,0
IL,2007,f,5-14,1
IL,2008,f,5-14,1
IQ,2006,f,5-14,38
IQ,2007,f,5-14,34
IQ,2008,f,5-14,53
IR,2006,f,5-14,45
IR,2007,f,5-14,40
IR,2008,f,5-14,40
IS,2005,f,5-14,0
IS,2006,f,5-14,0
IS,2007,f,5-14,0
IS,2008,f,5-14,0
IT,2005,f,5-14,3
IT,2006,f,5-14,6
IT,2007,f,5-14,7
IT,2008,f,5-14,7
JM,2006,f,5-14,0
JM,2008,f,5-14,1
JO,2006,f,5-14,0
JO,2007,f,5-14,0
JO,2008,f,5-14,0
JP,2007,f,5-14,3
JP,2008,f,5-14,1
KE,2007,f,5-14,575
KE,2008,f,5-14,546
KG,2005,f,5-14,15
KI,2007,f,5-14,8
KI,2008,f,5-14,4
KM,2006,f,5-14,0
KM,2008,f,5-14,2
KN,2008,f,5-14,0
KP,2008,f,5-14,472
KR,2006,f,5-14,24
KR,2007,f,5-14,64
KR,2008,f,5-14,31
KW,2007,f,5-14,0
KW,2008,f,5-14,2
KY,2006,f,5-14,0
KY,2007,f,5-14,0
KZ,2005,f,5-14,45
KZ,2007,f,5-14,38
KZ,2008,f,5-14,43
LB,2006,f,5-14,1
LB,2007,f,5-14,1
LB,2008,f,5-14,2
LC,2008,f,5-14,1
LR,2008,f,5-14,55
LS,2007,f,5-14,4
LS,2008,f,5-14,23
LT,2005,f,5-14,1
LT,2006,f,5-14,0
LT,2007,f,5-14,0
LT,2008,f,5-14,1
LU,2005,f,5-14,0
LU,2006,f,5-14,0
LU,2007,f,5-14,0
LU,2008,f,5-14,0
LV,2005,f,5-14,0
LV,2006,f,5-14,0
LV,2008,f,5-14,0
LY,2006,f,5-14,0
LY,2008,f,5-14,6
MA,2006,f,5-14,149
MA,2007,f,5-14,117
MA,2008,f,5-14,120
MD,2005,f,5-14,3
MD,2007,f,5-14,2
MD,2008,f,5-14,2
ME,2005,f,5-14,0
ME,2006,f,5-14,0
ME,2007,f,5-14,0
ME,2008,f,5-14,0
MG,2007,f,5-14,207
MG,2008,f,5-14,232
MH,2007,f,5-14,0
MH,2008,f,5-14,2
MK,2005,f,5-14,1
MK,2006,f,5-14,3
MK,2007,f,5-14,4
MK,2008,f,5-14,2
ML,2008,f,5-14,34
MO,2007,f,5-14,0
MO,2008,f,5-14,2
MP,2007,f,5-14,0
MP,2008,f,5-14,0
MT,2005,f,5-14,0
MT,2006,f,5-14,0
MT,2007,f,5-14,0
MT,2008,f,5-14,0
MU,2007,f,5-14,0
MU,2008,f,5-14,0
MV,2007,f,5-14,1
MV,2008,f,5-14,0
MW,2007,f,5-14,109
MW,2008,f,5-14,111
MX,2006,f,5-14,109
MX,2007,f,5-14,99
MX,2008,f,5-14,96
MY,2007,f,5-14,167
MY,2008,f,5-14,174
NC,2008,f,5-14,0
NE,2008,f,5-14,53
NI,2006,f,5-14,0
NI,2007,f,5-14,0
NL,2005,f,5-14,3
NL,2006,f,5-14,3
NL,2007,f,5-14,1
NL,2008,f,5-14,2
NO,2005,f,5-14,0
NO,2006,f,5-14,1
NO,2008,f,5-14,0
NP,2006,f,5-14,0
NP,2007,f,5-14,0
NR,2006,f,5-14,0
NR,2007,f,5-14,0
NR,2008,f,5-14,0
NU,2006,f,5-14,0
NU,2007,f,5-14,0
NZ,2006,f,5-14,1
NZ,2007,f,5-14,0
NZ,2008,f,5-14,0
OM,2006,f,5-14,2
OM,2008,f,5-14,1
PA,2008,f,5-14,9
PE,2006,f,5-14,421
PE,2007,f,5-14,330
PE,2008,f,5-14,47
PF,2008,f,5-14,0
PL,2005,f,5-14,3
PL,2006,f,5-14,1
PL,2007,f,5-14,4
PL,2008,f,5-14,3
PR,2007,f,5-14,0
PR,2008,f,5-14,0
PS,2006,f,5-14,0
PS,2007,f,5-14,0
PS,2008,f,5-14,0
PT,2005,f,5-14,4
PT,2006,f,5-14,3
PT,2007,f,5-14,2
PT,2008,f,5-14,3
PW,2006,f,5-14,0
PW,2007,f,5-14,0
PY,2006,f,5-14,14
PY,2007,f,5-14,13
PY,2008,f,5-14,9
QA,2007,f,5-14,0
QA,2008,f,5-14,0
RO,2005,f,5-14,47
RO,2006,f,5-14,25
RO,2007,f,5-14,31
RO,2008,f,5-14,32
RS,2005,f,5-14,6
RS,2006,f,5-14,7
RS,2007,f,5-14,2
RS,2008,f,5-14,3
RU,2007,f,5-14,35
RU,2008,f,5-14,33
RW,2007,f,5-14,78
RW,2008,f,5-14,64
SA,2008,f,5-14,31
SB,2007,f,5-14,5
SB,2008,f,5-14,4
SC,2008,f,5-14,0
SD,2006,f,5-14,0
SD,2008,f,5-14,280
SE,2005,f,5-14,1
SE,2006,f,5-14,1
SE,2007,f,5-14,1
SE,2008,f,5-14,0
SG,2006,f,5-14,0
SG,2007,f,5-14,1
SG,2008,f,5-14,0
SI,2005,f,5-14,0
SI,2006,f,5-14,0
SI,2007,f,5-14,0
SI,2008,f,5-14,0
SK,2005,f,5-14,0
SK,2006,f,5-14,0
SK,2007,f,5-14,1
SK,2008,f,5-14,0
SL,2007,f,5-14,74
SN,2008,f,5-14,78
SR,2006,f,5-14,2
ST,2006,f,5-14,0
ST,2007,f,5-14,0
SV,2007,f,5-14,4
SV,2008,f,5-14,8
SY,2006,f,5-14,18
SY,2007,f,5-14,14
SY,2008,f,5-14,30
SZ,2008,f,5-14,37
TC,2006,f,5-14,0
TJ,2005,f,5-14,26
TJ,2008,f,5-14,25
TK,2007,f,5-14,0
TM,2005,f,5-14,2
TM,2007,f,5-14,6
TO,2006,f,5-14,0
TO,2007,f,5-14,0
TO,2008,f,5-14,0
TR,2005,f,5-14,48
TR,2006,f,5-14,52
TR,2007,f,5-14,61
TR,2008,f,5-14,52
TT,2007,f,5-14,0
TT,2008,f,5-14,0
TV,2006,f,5-14,0
TV,2008,f,5-14,0
UA,2007,f,5-14,20
UA,2008,f,5-14,20
UG,2008,f,5-14,382
US,2006,f,5-14,9
US,2007,f,5-14,10
US,2008,f,5-14,18
UY,2008,f,5-14,4
UZ,2005,f,5-14,39
UZ,2006,f,5-14,36
UZ,2007,f,5-14,24
UZ,2008,f,5-14,21
VC,2007,f,5-14,0
VE,2006,f,5-14,40
VE,2007,f,5-14,40
VE,2008,f,5-14,25
VU,2008,f,5-14,4
WF,2007,f,5-14,0
WS,2008,f,5-14,0
ZA,2006,f,5-14,1959
ZA,2007,f,5-14,894
ZA,2008,f,5-14,2062
ZW,2007,f,5-14,178
AD,2005,f,0-14,0
AD,2006,f,0-14,0
AD,2008,f,0-14,0
AE,2006,f,0-14,2
AE,2007,f,0-14,1
AE,2008,f,0-14,0
AG,2007,f,0-14,0
AL,2005,f,0-14,0
AL,2006,f,0-14,2
AL,2007,f,0-14,2
AL,2008,f,0-14,1
AM,2005,f,0-14,3
AM,2006,f,0-14,3
AM,2007,f,0-14,2
AM,2008,f,0-14,4
AN,2006,f,0-14,1
AR,2006,f,0-14,74
AR,2007,f,0-14,70
AR,2008,f,0-14,66
AT,2005,f,0-14,0
AT,2006,f,0-14,2
AU,2006,f,0-14,2
AU,2007,f,0-14,4
AZ,2005,f,0-14,90
AZ,2006,f,0-14,2
BA,2005,f,0-14,2
BA,2006,f,0-14,0
BA,2007,f,0-14,0
BA,2008,f,0-14,3
BB,2007,f,0-14,0
BB,2008,f,0-14,0
BE,2005,f,0-14,2
BE,2006,f,0-14,6
BE,2007,f,0-14,4
BE,2008,f,0-14,3
BF,2007,f,0-14,29
BG,2005,f,0-14,9
BG,2007,f,0-14,4
BG,2008,f,0-14,1
BH,2008,f,0-14,0
BI,2007,f,0-14,55
BN,2007,f,0-14,0
BN,2008,f,0-14,1
BR,2006,f,0-14,343
BR,2007,f,0-14,344
BR,2008,f,0-14,356
BS,2007,f,0-14,0
BS,2008,f,0-14,0
BW,2008,f,0-14,42
BZ,2006,f,0-14,2
BZ,2007,f,0-14,0
BZ,2008,f,0-14,0
CA,2006,f,0-14,4
CA,2007,f,0-14,2
CA,2008,f,0-14,3
CH,2005,f,0-14,0
CH,2006,f,0-14,1
CH,2007,f,0-14,1
CH,2008,f,0-14,1
CK,2006,f,0-14,0
CL,2006,f,0-14,7
CL,2007,f,0-14,8
CL,2008,f,0-14,3
CM,2008,f,0-14,173
CR,2006,f,0-14,4
CR,2007,f,0-14,3
CU,2008,f,0-14,3
CV,2008,f,0-14,6
CY,2005,f,0-14,0
CY,2006,f,0-14,0
CY,2007,f,0-14,0
CY,2008,f,0-14,0
CZ,2005,f,0-14,0
CZ,2006,f,0-14,0
CZ,2007,f,0-14,0
CZ,2008,f,0-14,0
DE,2005,f,0-14,4
DE,2006,f,0-14,7
DE,2007,f,0-14,4
DE,2008,f,0-14,6
DJ,2007,f,0-14,8
DK,2005,f,0-14,2
DK,2006,f,0-14,1
DK,2007,f,0-14,1
DK,2008,f,0-14,2
DM,2006,f,0-14,0
DM,2007,f,0-14,0
DM,2008,f,0-14,0
DO,2008,f,0-14,34
EE,2005,f,0-14,0
EE,2006,f,0-14,0
EE,2007,f,0-14,0
EE,2008,f,0-14,0
EG,2006,f,0-14,64
EG,2008,f,0-14,7
ER,2007,f,0-14,2
ES,2005,f,0-14,10
ES,2006,f,0-14,17
ES,2007,f,0-14,12
ES,2008,f,0-14,13
FI,2005,f,0-14,0
FI,2006,f,0-14,0
FI,2007,f,0-14,0
FI,2008,f,0-14,0
FJ,2006,f,0-14,1
FM,2006,f,0-14,5
FM,2008,f,0-14,1
FR,2005,f,0-14,16
FR,2006,f,0-14,15
FR,2007,f,0-14,20
FR,2008,f,0-14,8
GA,2008,f,0-14,29
GB,2005,f,0-14,14
GB,2006,f,0-14,22
GB,2007,f,0-14,20
GB,2008,f,0-14,16
GD,2006,f,0-14,0
GE,2005,f,0-14,4
GE,2006,f,0-14,5
GE,2007,f,0-14,6
GE,2008,f,0-14,108
GM,2006,f,0-14,5
GM,2008,f,0-14,9
GR,2005,f,0-14,0
GR,2006,f,0-14,0
GR,2007,f,0-14,0
GR,2008,f,0-14,0
GT,2007,f,0-14,183
GT,2008,f,0-14,22
GU,2007,f,0-14,0
GU,2008,f,0-14,0
GY,2008,f,0-14,4
HK,2005,f,0-14,3
HK,2006,f,0-14,9
HK,2007,f,0-14,1
HK,2008,f,0-14,8
HN,2006,f,0-14,28
HN,2007,f,0-14,29
HN,2008,f,0-14,26
HR,2005,f,0-14,1
HR,2006,f,0-14,2
HR,2008,f,0-14,1
HT,2007,f,0-14,147
HT,2008,f,0-14,154
HU,2005,f,0-14,1
HU,2006,f,0-14,3
HU,2007,f,0-14,3
HU,2008,f,0-14,0
ID,2007,f,0-14,920
ID,2008,f,0-14,1015
IE,2005,f,0-14,0
IE,2006,f,0-14,0
IE,2007,f,0-14,0
IE,2008,f,0-14,0
IL,2005,f,0-14,1
IL,2006,f,0-14,0
IL,2007,f,0-14,1
IL,2008,f,0-14,2
IQ,2006,f,0-14,38
IQ,2007,f,0-14,34
IQ,2008,f,0-14,54
IR,2006,f,0-14,48
IR,2007,f,0-14,42
IR,2008,f,0-14,42
IS,2005,f,0-14,0
IS,2006,f,0-14,0
IS,2007,f,0-14,0
IS,2008,f,0-14,0
IT,2005,f,0-14,3
IT,2006,f,0-14,9
IT,2007,f,0-14,7
IT,2008,f,0-14,10
JM,2006,f,0-14,0
JM,2008,f,0-14,1
JO,2006,f,0-14,0
JO,2007,f,0-14,0
JO,2008,f,0-14,0
JP,2007,f,0-14,3
JP,2008,f,0-14,1
KE,2007,f,0-14,599
KE,2008,f,0-14,586
KG,2005,f,0-14,15
KI,2007,f,0-14,8
KI,2008,f,0-14,4
KM,2006,f,0-14,0
KM,2008,f,0-14,2
KN,2008,f,0-14,0
KP,2008,f,0-14,479
KR,2006,f,0-14,27
KR,2007,f,0-14,34
KR,2008,f,0-14,32
KW,2007,f,0-14,0
KW,2008,f,0-14,2
KY,2006,f,0-14,0
KY,2007,f,0-14,0
KZ,2005,f,0-14,46
KZ,2007,f,0-14,38
KZ,2008,f,0-14,44
LB,2006,f,0-14,1
LB,2007,f,0-14,1
LB,2008,f,0-14,2
LC,2008,f,0-14,1
LR,2008,f,0-14,56
LS,2007,f,0-14,4
LS,2008,f,0-14,24
LT,2005,f,0-14,1
LT,2006,f,0-14,0
LT,2007,f,0-14,0
LT,2008,f,0-14,1
LU,2005,f,0-14,0
LU,2006,f,0-14,0
LU,2007,f,0-14,0
LU,2008,f,0-14,0
LV,2005,f,0-14,0
LV,2006,f,0-14,0
LV,2008,f,0-14,0
LY,2006,f,0-14,8
LY,2008,f,0-14,6
MA,2006,f,0-14,155
MA,2007,f,0-14,123
MA,2008,f,0-14,124
MD,2005,f,0-14,3
MD,2007,f,0-14,2
MD,2008,f,0-14,4
ME,2005,f,0-14,0
ME,2006,f,0-14,0
ME,2007,f,0-14,0
ME,2008,f,0-14,0
MG,2007,f,0-14,223
MG,2008,f,0-14,251
MH,2007,f,0-14,1
MH,2008,f,0-14,2
MK,2005,f,0-14,2
MK,2006,f,0-14,3
MK,2007,f,0-14,4
MK,2008,f,0-14,2
ML,2008,f,0-14,37
MO,2007,f,0-14,2
MO,2008,f,0-14,2
MP,2007,f,0-14,0
MP,2008,f,0-14,0
MT,2005,f,0-14,0
MT,2006,f,0-14,0
MT,2007,f,0-14,0
MT,2008,f,0-14,0
MU,2007,f,0-14,0
MU,2008,f,0-14,0
MV,2007,f,0-14,1
MV,2008,f,0-14,0
MW,2007,f,0-14,109
MW,2008,f,0-14,166
MX,2006,f,0-14,153
MX,2007,f,0-14,140
MX,2008,f,0-14,126
MY,2007,f,0-14,226
MY,2008,f,0-14,240
NC,2008,f,0-14,0
NE,2008,f,0-14,57
NI,2006,f,0-14,25
NI,2007,f,0-14,27
NL,2005,f,0-14,3
NL,2006,f,0-14,3
NL,2007,f,0-14,1
NL,2008,f,0-14,2
NO,2005,f,0-14,0
NO,2006,f,0-14,1
NO,2008,f,0-14,0
NP,2006,f,0-14,179
NP,2007,f,0-14,175
NR,2006,f,0-14,0
NR,2007,f,0-14,0
NR,2008,f,0-14,0
NU,2006,f,0-14,0
NU,2007,f,0-14,0
NZ,2006,f,0-14,1
NZ,2007,f,0-14,1
NZ,2008,f,0-14,1
OM,2006,f,0-14,2
OM,2008,f,0-14,1
PA,2008,f,0-14,9
PE,2006,f,0-14,435
PE,2007,f,0-14,335
PE,2008,f,0-14,52
PF,2008,f,0-14,0
PL,2005,f,0-14,3
PL,2006,f,0-14,1
PL,2007,f,0-14,4
PL,2008,f,0-14,3
PR,2007,f,0-14,0
PR,2008,f,0-14,0
PS,2006,f,0-14,0
PS,2007,f,0-14,0
PS,2008,f,0-14,0
PT,2005,f,0-14,7
PT,2006,f,0-14,4
PT,2007,f,0-14,2
PT,2008,f,0-14,3
PW,2006,f,0-14,0
PW,2007,f,0-14,0
PY,2006,f,0-14,16
PY,2007,f,0-14,15
PY,2008,f,0-14,10
QA,2007,f,0-14,1
QA,2008,f,0-14,0
RO,2005,f,0-14,55
RO,2006,f,0-14,37
RO,2007,f,0-14,34
RO,2008,f,0-14,37
RS,2005,f,0-14,6
RS,2006,f,0-14,7
RS,2007,f,0-14,2
RS,2008,f,0-14,3
RU,2007,f,0-14,40
RU,2008,f,0-14,33
RW,2007,f,0-14,81
RW,2008,f,0-14,65
SA,2008,f,0-14,33
SB,2007,f,0-14,5
SB,2008,f,0-14,4
SC,2008,f,0-14,0
SD,2006,f,0-14,312
SD,2008,f,0-14,321
SE,2005,f,0-14,1
SE,2006,f,0-14,1
SE,2007,f,0-14,1
SE,2008,f,0-14,0
SG,2006,f,0-14,0
SG,2007,f,0-14,1
SG,2008,f,0-14,0
SI,2005,f,0-14,0
SI,2006,f,0-14,0
SI,2007,f,0-14,0
SI,2008,f,0-14,0
SK,2005,f,0-14,0
